Handle,Title,Body HTML,Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Price,Variant Compare At Price,Variant Inventory Qty,Variant Inventory Policy,Image Src,Image Position,Status,Command
en-bona-mango-para-rodillo,Bona Mango para rodillo,. Mango resistente para rodillos Bona . Tamaño: 25cm . Fabricado en Suecia,Bona,Herramientas,"Bona, stock-verificado",TRUE,Título,Default Title,BAT31014001/UU,8.02,,10,deny,https://cfluna.com/enkotienda.com.uy/cdn/files/tmp/compressed/normal/1epho77hd8rfd55tdmou.jpg,1,,
en-bona-aplicador-de-aceite,Bona Aplicador de aceite,. Aplicador de fibra sintética . Uso: aplicación de aceites Bona . Fabricado en Suecia,Bona,Construcción,"Pinturas, Bona, stock-verificado",TRUE,Título,Default Title,BAT954224/UU,24.52,,10,deny,https://cfluna.com/enkotienda.com.uy/cdn/files/tmp/compressed/normal/dl5mbiqs1f237uefre8m.jpg,1,,
en-bona-mango-para-aplicador-de-aceite,Bona Mango para aplicador de aceite,. Mango para aplicador de aceite . Cabezal giratorio . Fabricado en Suecia,Bona,Construcción,"Pinturas, Bona, stock-verificado",TRUE,Título,Default Title,BAT954225/UU,67.05,,10,deny,https://cfluna.com/enkotienda.com.uy/cdn/files/tmp/compressed/normal/aqpa3icg2w8qhgddb4bn.jpg,1,,
en-bona-mango-de-rodillo-aplicador-grandes-superficies,Bona Mango de Rodillo aplicador grandes superficies,. Mango para rodillo de grandes superficies . Tamaño: 46cm . Fabricado en Suecia,Bona,Herramientas,"Bona, stock-verificado",TRUE,Título,Default Title,BAT956904/UU,109.79,,10,deny,https://cfluna.com/enkotienda.com.uy/cdn/files/tmp/compressed/normal/yeqkgm5isk74zkddeurv.jpg,1,,
en-bona-rodillo-grandes-superficies,Bona Rodillo grandes superficies,. Rodillo de espuma y fibra sintética . Uso: aplicación de barnices Bona . Tamaño: 46cm . Indicado para utilizar en grandes superficies . Fabricado en Suecia,Bona,Herramientas,"Bona, stock-verificado",TRUE,Título,Default Title,BAT956903/UU,49.11,,10,deny,https://cfluna.com/enkotienda.com.uy/cdn/files/tmp/compressed/normal/adi2puntpxjmkomwy86i.jpg,1,,
en-bona-espatula-aplicador-de-adhesivos,Bona Espátula - Aplicador de adhesivos,. Espátula dentada . Uso: aplicación de adhesivos Bona . Disponible en dos tamaños con distintos gramos de cobertura . Fabricada en Suecia,Bona,Herramientas,"Bona, stock-verificado",TRUE,Título,Default Title,BAT31402250/UU,9.21,,10,deny,https://cfluna.com/enkotienda.com.uy/cdn/files/tmp/compressed/normal/148hw5d24n3nnq38ap49.jpg,1,,
en-bona-pistola-manual-aplicadora-de-adhesivo,Bona Pistola Manual - Aplicadora de Adhesivo,. Pistola manual . Uso: aplicación de adhesivo BR848 en presentación de 600ml . Fabricada en Suecia,Bona,Herramientas,"Bona, stock-verificado",TRUE,Título,Default Title,BAT32042000/UU,221.95,,10,deny,https://cfluna.com/enkotienda.com.uy/cdn/files/tmp/compressed/normal/zrk8jfux6mmdhwd6kd1k.jpg,1,,
en-bona-pistola-neumatica-aplicadora-de-adhesivo,Bona Pistola Neumática - Aplicadora de Adhesivo,. Pistola neumática . Uso: aplicación de adhesivo BR848 en presentación de 600ml . Fabricada en Suecia,Bona,Herramientas,"Bona, stock-verificado",TRUE,Título,Default Title,BAT32043000/UU,332.43,,10,deny,https://cfluna.com/enkotienda.com.uy/cdn/files/tmp/compressed/normal/7ml9s3ma4td29aw11ogq.jpg,1,,
en-bona-hidrometro-gann-rtu-600,Bona Hidrómetro Gann RTU 600,". Instrumento de medición cuádruple . Uso: Medición de humedad pisos de madera, subsuelos, humedad del aire y temperatura . Fabricado en Suecia",Bona,Construcción,"Otros, Bona, stock-verificado",TRUE,Título,Default Title,BAT37004000/UU,4755.76,,10,deny,https://cfluna.com/enkotienda.com.uy/cdn/files/tmp/compressed/normal/4woljraplr3l38dd4a9z.jpg,1,,
en-bona-disco-ceramica-150mm,Bona Disco Cerámica 150mm,". Abrasivo de grano cerámico . Uso: Lijado de pisos de madera . Lijados gruesos, elimina fácilmente barnices y residuos . Agresividad excepcional perfectamente equilibrada con delicadeza . Ofrece superficie suave sin que se levanten las fibras de la madera ni arañazos profundos . Durabilidad extraordinaria y un lijado constante . Fabricado en Suecia",Bona,Construcción,"Abrasivos, Bona, stock-verificado",TRUE,Título,Default Title,BAAS47170036/UU,8.05,,10,deny,https://cfluna.com/enkotienda.com.uy/cdn/files/tmp/compressed/normal/9uvyyupynfuswqb0bhz3.jpg,1,,
en-bona-spray-mop-premium-limpiador-pisos-madera,Bona Spray Mop Premium -Limpiador pisos madera,". Mopa ergonómica. Uso: limpieza de pisos de madera barnizados - plastificados. Producto pronto uso. Mantenimiento fácil, efectivo y rápido. Limpiador de ph neutro. Secado rápido y sin residuos. Incluye: cartucho recargable del limpiador y mopa de microfibra. Certificado GREENGUARD GOLD: garantiza un producto seguro para los usuarios y mascotas. Aplicación: consultar ficha técnica. Fabricado en Suecia",Bona,Construcción,"Pinturas, Bona, stock-verificado",TRUE,Título,Default Title,BCA201010012/UU,101.91,,10,deny,https://cfluna.com/enkotienda.com.uy/cdn/files/tmp/compressed/normal/4lged3pgsin43hpgly1t.jpg,1,,
en-bona-recarga-limpiador-pisos-de-madera,Bona Recarga - Limpiador pisos de madera,". Recarga de Cartuchos de Spray Mops y Spray&nbsp;. Uso: limpieza de pisos de madera barnizados - plastificados . Producto pronto uso . Mantenimiento fácil, efectivo y rápido . Limpiador de ph neutro . Secado rápido y sin residuos . Certificado GREENGUARD GOLD: garantiza un producto seguro para los usuarios y mascotas . Aplicación: consultar ficha técnica . Fabricado en Suecia",Bona,Construcción,"Pinturas, Bona, stock-verificado",TRUE,Título,Default Title,BWM740119012/04,40.36,,10,deny,https://cfluna.com/enkotienda.com.uy/cdn/files/tmp/compressed/normal/eept09l47v5x1tlf5don.jpg,1,,
en-bona-cartucho-spray-mop-limpiador-pisos-madera,Bona Cartucho Spray Mop - Limpiador pisos madera,". Botella de Limpiador para Spray Mop Premium . Uso: limpieza de pisos de madera barnizados - plastificados . Producto pronto uso . Mantenimiento fácil, efectivo y rápido . Limpiador de ph neutro . Secado rápido y sin residuos . Certificación GREENGUARD GOLD: garantiza un producto seguro para los usuarios y mascotas . Aplicación: consultar ficha técnica . Fabricado en Suecia",Bona,Construcción,"Pinturas, Bona, stock-verificado",TRUE,Título,Default Title,BWM760341042/UU,23.41,,10,deny,https://cfluna.com/enkotienda.com.uy/cdn/files/tmp/compressed/normal/x1xhs2eurabqic0x15uz.jpg,1,,
en-bona-restaurador-mate-pisos-madera,Bona Restaurador Mate - Pisos Madera,. Restaurador para pisos de madera barnizados - plastificados . Uso: Renueva y protege los pisos frente al desgaste . Producto pronto uso . Fácil de aplicar . ¡Importante! Realizar siempre una prueba para asegurarte de obtener los resultados deseados . No apto para pisos tratados con cera o aceite . Certificación GREENGUARD GOLD: garantiza un producto seguro para los usuarios y mascotas . Aplicación: consultar ficha técnica . Fabricado en Suecia,Bona,Construcción,"Pinturas, Bona, stock-verificado",TRUE,Título,Default Title,BWP500313012/01,41.36,,10,deny,https://cfluna.com/enkotienda.com.uy/cdn/files/tmp/compressed/normal/mtg3fji9a67hkrm25r6r.jpg,1,,
en-bona-restaurador-brillante-pisos-madera,Bona Restaurador Brillante - Pisos Madera,. Restaurador para pisos de madera barnizados - plastificados. Uso: Renueva y protege los pisos frente al desgaste. Producto pronto uso. Fácil de aplicar. ¡Importante! Realizar siempre una prueba para asegurarte de obtener los resultados deseados. No apto para pisos tratados con cera o acite&nbsp;. Certficación GREENGUARD GOLD: garantiza un producto seguro para los usuarios y mascotas. Aplicación: consultar ficha técnica. Fabricado en Suecia,Bona,Construcción,"Pinturas, Bona, stock-verificado",TRUE,Título,Default Title,BWP511013012/01,29.96,,10,deny,https://cfluna.com/enkotienda.com.uy/cdn/files/tmp/compressed/normal/a1tmjdftg1gvayquuf7r.jpg,1,,
en-bona-spray-mop-premium-limpiador-pisos-de-ceramica-vinilicos-laminados,"Bona Spray Mop Premium - Limpiador pisos de cerámica, vinílicos, laminados",". Mopa ergonómica . Uso: limpieza de pisos cerámicos, vinílicos, laminados . Producto pronto uso . Mantenimiento fácil, efectivo y rápido . Limpiador de ph neutro . Secado rápido y sin residuos. Incluye: cartucho recargable del limpiador y mopa de microfibra . Certificado GREENGUARD GOLD: garantiza un producto seguro para los usuarios y mascotas . Aplicación: consultar ficha técnica . Fabricado en Suecia",Bona,Construcción,"Pinturas, Bona, stock-verificado",TRUE,Título,Default Title,BCA202020012/UU,101.91,,10,deny,https://cfluna.com/enkotienda.com.uy/cdn/files/tmp/compressed/normal/5i0ngmk3rm3fquuiuc4o.jpg,1,,
en-bona-recarga-limpiador-pisos-de-ceramica-vinilicos-laminados,"Bona Recarga - Limpiador pisos de cerámica, vinílicos, laminados",". Recarga de Cartuchos de Spray Mops y Spray de 1Lt . Uso: limpieza de pisos cerámicos, vinílicos, laminados . Producto pronto uso . Mantenimiento fácil, efectivo y rápido . Limpiador de ph neutro . Secado rápido y sin residuos . Certificado GREENGUARD GOLD: garantiza un producto seguro para los usuarios y mascotas . Aplicación: consultar ficha técnica . Fabricado en Suecia",Bona,Construcción,"Pinturas, Bona, stock-verificado",TRUE,Título,Default Title,BWM740219022/04,41.04,,10,deny,https://cfluna.com/enkotienda.com.uy/cdn/files/tmp/compressed/normal/rxuqt2yq75u9sc8ofvp5.jpg,1,,
en-bona-cartucho-spray-mop-limpiador-pisos-de-ceramica-vinilicos-laminados,"Bona Cartucho Spray Mop - Limpiador pisos de cerámica, vinílicos, laminados",". Botella de Limpiador para Spray Mop Premium . Uso: limpieza de pisos de madera barnizados - plastificados . Producto pronto uso . Mantenimiento fácil, efectivo y rápido . Limpiador de ph neutro . Secado rápido y sin residuos . Certificación GREENGUARD GOLD: garantiza un producto seguro para los usuarios y mascotas . Aplicación: consultar ficha técnica . Fabricado en Suecia",Bona,Construcción,"Pinturas, Bona, stock-verificado",TRUE,Título,Default Title,BWM760341052/UU,23.41,,10,deny,https://cfluna.com/enkotienda.com.uy/cdn/files/tmp/compressed/normal/ibjwxpdxhymd031anz49.jpg,1,,
en-bona-restaurador-pisos-ceramicos-vinilicos-laminados,"Bona Restaurador Pisos cerámicos,vinílicos, laminados",". Restaurador para pisos cerámicos, vinílicos, laminados . Uso: Renueva y protege los pisos frente al desgaste . Producto pronto uso . Fácil de aplicar . ¡Importante! Realizar siempre una prueba para asegurarte de obtener los resultados deseados&nbsp;. Certificación GREENGUARD GOLD: garantiza un producto seguro para los usuarios y mascotas. Aplicación: consultar ficha técnica . Fabricado en Suecia",Bona,Construcción,"Pinturas, Bona, stock-verificado",TRUE,Título,Default Title,BWP511013022/01,41.8,,10,deny,https://cfluna.com/enkotienda.com.uy/cdn/files/tmp/compressed/normal/i5epf659a4m9l9yr06h7.jpg,1,,
en-bona-antibacterial-limpiador-pisos-ceramicos-vinilicos-laminados,"Bona Antibacterial - Limpiador pisos cerámicos, vinílicos, laminados",". Limpiador Antibacterial . Uso: limpieza profunda de pisos cerámicos, vinílicos o laminados . Producto pronto uso . Mantenimiento fácil, efectivo y rápido . Secado rápido y sin residuos  . Certificación GREENGUARD GOLD: garantiza un producto seguro para los usuarios y mascotas. Fabricado en Suecia",Bona,Construcción,"Pinturas, Bona, stock-verificado",TRUE,Título,Default Title,BWM851057001/UU,20.54,,10,deny,https://cfluna.com/enkotienda.com.uy/cdn/files/tmp/compressed/normal/trz4g22xfgvqk37w92h0.jpg,1,,
en-bona-spray-mop-premium-limpiador-pisos-aceitados,Bona Spray Mop Premium -Limpiador pisos aceitados,". Mopa ergonómica . Uso: limpieza de pisos de madera aceitados . Producto pronto uso . Mantenimiento fácil, efectivo y rápido . Limpiador de ph neutro . Secado rápido y sin residuos . Incluye: cartucho recargable del limpiador y mopa de microfibra . Certificado GREENGUARD GOLD: garantiza un producto seguro para los usuarios y mascotas. Aplicación: consultar ficha técnica  . Fabricado en Suecia",Bona,Construcción,"Pinturas, Bona, stock-verificado",TRUE,Título,Default Title,BCA401010011/UU,133.14,,10,deny,https://cfluna.com/enkotienda.com.uy/cdn/files/tmp/compressed/normal/61hilkx2jd9jui336qoy.jpg,1,,
en-bona-recarga-limpiador-pisos-aceitados,Bona Recarga - Limpiador pisos aceitados,". Recarga de Cartuchos de Spray Mops y Spray&nbsp;. Uso: limpieza de pisos de madera aceitados. Producto pronto uso. Mantenimiento fácil, efectivo y rápido. Limpiador de ph neutro. Secado rápido y sin residuos. Certificado GREENGUARD GOLD: garantiza un producto seguro para los usuarios y mascotas . Aplicación: consultar ficha técnica. Fabricado en Suecia",Bona,Construcción,"Pinturas, Bona, stock-verificado",TRUE,Título,Default Title,BWM700115022/UU,43.46,,10,deny,https://cfluna.com/enkotienda.com.uy/cdn/files/tmp/compressed/normal/41frgsu0dlbu7w6xwf48.jpg,1,,
en-bona-cartucho-spray-mop-limpiador-pisos-aceitados,Bona Cartucho Spray Mop - Limpiador pisos aceitados,". Botella de Limpiador para Spray Mop Premium . Uso: limpieza de pisos de madera aceitados . Producto pronto uso . Mantenimiento fácil, efectivo y rápido . Limpiador de ph neutro . Secado rápido y sin residuos . Certificación GREENGUARD GOLD: garantiza un producto seguro para los usuarios y mascotas . Fabricado en Suecia",Bona,Construcción,"Pinturas, Bona, stock-verificado",TRUE,Título,Default Title,BWM700141032/UU,23.41,,10,deny,https://cfluna.com/enkotienda.com.uy/cdn/files/tmp/compressed/normal/xffmjw1ojcrueyfrgc38.jpg,1,,
en-bona-renovador-pisos-aceitados,Bona Renovador - Pisos aceitados,. Renovador para pisos de madera aceitados . Uso: Renueva y protege los pisos frente al desgaste . Producto pronto uso . Fácil de aplicar . ¡Importante! Realizar siempre una prueba para asegurarte de obtener los resultados deseados . Certificación GREENGUARD GOLD: garantiza un producto seguro para los usuarios y mascotas . Aplicación: consultar ficha técnica . Fabricado en Suecia,Bona,Construcción,"Pinturas, Bona, stock-verificado",TRUE,Título,Default Title,BWP605013012/01,45.63,,10,deny,https://cfluna.com/enkotienda.com.uy/cdn/files/tmp/compressed/normal/3nqx70iyogy8cvbgi3ls.jpg,1,,
en-milesi-hydrocoat-barniz-al-agua-para-madera,Milesi Hydrocoat - Barniz al agua para madera,". Barniz base agua para madera interior . Uso: Sella y barniza con un solo producto . Incoloro . Pronto uso . Fácil aplicación . Rápido secado . Buena cobertura con mínimo dos manos de aplicación . Excelente resultado estético y al tacto . Mantiene el aspecto natural de la madera . Ecológico . Disponible en 3 brillos . Aplicación: Pincel, Soplete o Rodillo, consultar ficha técnica . Fabricado en Italia",Milesi,Construcción,"Pinturas, Milesi, stock-verificado",TRUE,Título,Default Title,MHSC6036-01,31.79,,10,deny,https://cfluna.com/enkotienda.com.uy/cdn/files/tmp/compressed/normal/s6k1yumpo79mhmipzzax.png,1,,
en-milesi-hydrocrom-impregnante-al-agua-para-madera-exterior,Milesi Hydrocrom - Impregnante al agua para madera exterior,". Impregnante base agua para madera expuesta al exterior . Uso: Protección, impermeabilización de la madera previa a la aplicación del barniz  . Disponible en varios tonos . Pronto uso . Fácil aplicación . Rápido secado . Uniformidad del color . Protección de hongos, moho y los agentes atmosféricos . Aplicación: pincel, rodillo o soplete, consultar ficha técnica . Fabricado en Italia",Milesi,Construcción,"Pinturas, Milesi, stock-verificado",TRUE,Título,Default Title,MXHI301-01,27.71,,10,deny,https://cfluna.com/enkotienda.com.uy/cdn/files/tmp/compressed/normal/3ub3udagwhi27fcj15ma.png,1,,
en-milesi-hydrocrom-barniz-base-agua-para-madera-exterior,Milesi Hydrocrom - Barniz base agua para madera exterior,". Barniz base agua para madera  expuesta al exterior . Uso: Protección de la madera frente a los agentes atmosféricos y a la degradación de rayos U.V.  . Pronto uso  . Fácil aplicación . Rápido secado  . Excelente resistencia al agua . Coloración transparente-ambar . Efecto tacto natural . A diferencia de los barnices a solvente, los barnices al agua no descascaran . Permeabilidad dinamica - permiten respirar a la madera lo que evita la generación de hongos y el descascaramiento . Disponible en distintos brillos . Para mayor durabilidad se recomienda aplicar sobre protectores o impregnantes coloreados series Hydrocrom . Aplicación: pincel, rodillo o soplete. Fabricado en Italia",Milesi,Construcción,"Pinturas, Milesi, stock-verificado",TRUE,Título,Default Title,MXGC077EN-01,39.0,,10,deny,https://cfluna.com/enkotienda.com.uy/cdn/files/tmp/compressed/normal/3ub3udagwhi27fcj15ma.png,1,,
en-milesi-hydrocrom-fondo-blanco-base-agua,Milesi Hydrocrom - Fondo Blanco base agua,". Fondo blanco base agua para madera expuesta al exterior . Uso: base color para preparación de la madera previa a la aplicación del acabado . Pronto uso . Fácil aplicación . Rápido secado . Buena cobertura . Para finalizar el procedimiento de protección debe aplicarse 1 mano de fondo + 2 del color seleccionado Hydrocrom . Aplicación: pincel, rodillo o soplete. Fabricado en Italia",Milesi,Construcción,"Pinturas, Milesi, stock-verificado",TRUE,Título,Default Title,MXBT10/01,37.97,,10,deny,https://cfluna.com/enkotienda.com.uy/cdn/files/tmp/compressed/normal/3ub3udagwhi27fcj15ma.png,1,,
en-milesi-hydrocrom-acabamiento-con-color-base-agua-para-madera-exterior,Milesi Hydrocrom - Acabamiento con color base agua para madera exterior ,". Acabamiento con color base agua para madera expuesta al exterior . Uso: Protección de la madera frente a los agentes atmosféricos y a la degradación de rayos U.V.  . Terminación: Br.20 Semi Mate . Pronto uso . Fácil aplicación . Rápido secado . Buena cobertura . Aplicación: pincel, rodillo o soplete. Fabricado en Italia",Milesi,Construcción,"Otros, Milesi, stock-verificado",TRUE,Título,Default Title,MJJT6883-01,37.22,,10,deny,https://cfluna.com/enkotienda.com.uy/cdn/files/tmp/compressed/normal/3ub3udagwhi27fcj15ma.png,1,,
en-milesi-hydrocrom-acabamiento-con-color-base-agua,Milesi Hydrocrom - Acabamiento con color base agua,". Acabamiento con color base agua para madera expuesta al exterior . Uso: Protección de la madera frente a los agentes atmosféricos y a la degradación de rayos U.V.  . Terminación: Br.20 Semi Mate . Pronto uso . Fácil aplicación . Rápido secado . Buena cobertura . Aplicación: pincel, rodillo o soplete. Fabricado en Italia",Milesi,Construcción,"Otros, Milesi, stock-verificado",TRUE,Título,Default Title,MJJT6883-05,154.09,,10,deny,https://cfluna.com/enkotienda.com.uy/cdn/files/tmp/compressed/normal/3ub3udagwhi27fcj15ma.png,1,,
en-milesi-hydrocrom-protector-base-agua-para-exterior,Milesi Hydrocrom - Protector base agua para exterior,". Protector base agua para exterior. Uso: Protección de decks de madera y WPC expuestos al exterior. Disponible en varios tonos&nbsp;. Pronto uso. Fácil aplicación. Rápido secado. Buena cobertura. Contiene aditivos especiales para evitar la degradación de la madera y proliferación de hongos. Muy fácil mantenimiento ya que el producto se va degradando progresivamente y no requiere lijado profundo para realizar nueva aplicación. Aplicación: pincel, rodillo o soplete, consultar ficha técnica. Fabricado en Italia",Milesi,Construcción,"Pinturas, Milesi, stock-verificado",TRUE,Título,Default Title,MXWC5AA1-01,33.45,,10,deny,https://cfluna.com/enkotienda.com.uy/cdn/files/tmp/compressed/normal/3ub3udagwhi27fcj15ma.png,1,,
en-milesi-carta-de-colores-kromosystem-ral,Milesi Carta de colores Kromosystem RAL,. Carta - Muestrario de colores Kromosystem RAL . Contiene 216 colores.,Milesi,Construcción,"Otros, Milesi, stock-verificado",TRUE,Título,Default Title,MCARTARAL,57.22,,10,deny,https://cfluna.com/enkotienda.com.uy/cdn/files/tmp/compressed/normal/3q7twpr8gpt197wh1tsm.jpg,1,,
en-filtros-descartables-para-pintura,Filtros descartables para pintura,". Filtros descartables para el filtrado de las pinturas previo a su aplicación . Elimina impurezas que se puedan formar en los envases . Aptos para productos ibase agua, poliuretánicos, solventes, etc.",ENKO,Construcción,"Pinturas, ENKO, stock-verificado",TRUE,Título,Default Title,UCONOS/UU,10.98,,10,deny,https://cfluna.com/enkotienda.com.uy/cdn/files/tmp/compressed/normal/bzk4mdhfe7whowxh9gte.jpg,1,,
en-borma-masilla-barra-de-cera-blanda,Borma Masilla - Barra de Cera Blanda,. Masilla de retape a base de cera blanda . Uso: Relleno de imperfecciones sobre la madera interior en bruto o barnizada . Disponible en varios tonos . Pronto uso . Fácil aplicación . Se recomienda fijarla con laca o barniz  . Fabricado en Italia. Consultar por colores,Borma,Construcción,"Pinturas, Borma, stock-verificado",TRUE,Título,Default Title,W1005/UU,7.01,,10,deny,https://cfluna.com/enkotienda.com.uy/cdn/files/tmp/compressed/normal/eqisw0slg1fx6anp0873.png,1,,
en-borma-masilla-barra-de-cera-dura,Borma Masilla - Barra de Cera Dura,". Masilla de retape a base de cera dura . Uso: Relleno de imperfecciones de la madera interior, en bruto o barnizada . Disponible en varios tonos . Al fundirse penetra y se amolda perfectamente a las grietas, cavidades y otras imperfecciones de la madera . Sobre barnizable con cualquier tipo de producto . Debe aplicarse con fusor de calor y espátula . Aplicación: Consultar ficha técnica . Fabicado en Italia",Borma,Construcción,"Pinturas, Borma, stock-verificado",TRUE,Título,Default Title,W1200PI/UU,6.0,,10,deny,https://cfluna.com/enkotienda.com.uy/cdn/files/tmp/compressed/normal/eutnmrzdgmq3ho8vxf2c.jpg,1,,
